CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
ASSAULT,11/10/2017 03:15:00 PM,17-059012,BATTERY,33X,8200 INTERNATIONAL BLVD,Oakland,CA,"8200 INTERNATIONAL BLVD
Oakland, CA
(37.755286, -122.178747)"
VANDALISM,09/25/2017 02:05:00 PM,17-915163,VANDALISM,,LAKE PARK AVE,Oakland,CA,"LAKE PARK AVE
Oakland, CA
"
DRUGS/ALCOHOL VIOLATIONS,10/20/2017 07:50:00 PM,17-055187,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,32X,10300 INTERNATIONAL BLVD,Oakland,CA,"10300 INTERNATIONAL BLVD
Oakland, CA
(37.740691, -122.167774)"
THEFT/LARCENY,09/23/2017 11:46:00 AM,17-049994,BURGLARY-AUTO,31X,400 HEGENBERGER RD,Oakland,CA,"400 HEGENBERGER RD
Oakland, CA
(37.735772, -122.197083)"
THEFT/LARCENY,09/12/2017 06:25:00 PM,17-914358,BURGLARY-AUTO,25X,4000 MACARTHUR BOULEVARD,Oakland,CA,"4000 MACARTHUR BOULEVARD
Oakland, CA
(37.79043, -122.197613)"
BURGLARY,09/18/2017 06:00:00 AM,17-049095,BURGLARY-FORCIBLE ENTRY,02Y,1000 PINE ST,Oakland,CA,"1000 PINE ST
Oakland, CA
(37.811154, -122.301334)"
DRUGS/ALCOHOL VIOLATIONS,09/19/2017 01:37:00 AM,17-049089,POSSESS/PURCHASE COCAINE BASE FOR SALE,26Y,7000 HAMILTON ST,Oakland,CA,"7000 HAMILTON ST
Oakland, CA
(37.758279, -122.192158)"
VANDALISM,09/26/2017 05:30:00 AM,17-915167,VANDALISM,17Y,2400 13TH AVE,Oakland,CA,"2400 13TH AVE
Oakland, CA
(37.796595, -122.237752)"
THEFT/LARCENY,09/11/2017 09:00:00 PM,17-914408,BURGLARY-AUTO,01X,200 FRANKLIN ST,Oakland,CA,"200 FRANKLIN ST
Oakland, CA
(37.795585, -122.275115)"
THEFT/LARCENY,10/31/2017 07:05:00 PM,17-917183,BURGLARY-AUTO,22X,5000 WOODMINSTER LANE,Oakland,CA,"5000 WOODMINSTER LANE
Oakland, CA
(37.811325, -122.19732)"
ASSAULT,09/16/2017 10:02:00 AM,17-049057,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,31Y,9900 GIBRALTAR RD,Oakland,CA,"9900 GIBRALTAR RD
Oakland, CA
(37.73022, -122.188727)"
DISTURBING THE PEACE,11/03/2017 12:50:00 PM,17-057813,DISTURB THE PEACE,12X,300 40TH ST,Oakland,CA,"300 40TH ST
Oakland, CA
(37.827664, -122.256802)"
BURGLARY,11/08/2017 09:00:00 AM,17-917815,BURGLARY-FORCIBLE ENTRY,25X,4400 HARBOR VIEW AVE,Oakland,CA,"4400 HARBOR VIEW AVE
Oakland, CA
(37.791359, -122.185966)"
ARSON,09/13/2017 12:01:00 AM,17-047957,MAL SET/ETC FIRE PROP/ETC - MOTOR VEHICLES,05X,1200 19TH ST,Oakland,CA,"1200 19TH ST
Oakland, CA
(37.813561, -122.285895)"
VANDALISM,09/12/2017 07:00:00 PM,17-914392,VANDALISM,14X,200 BAY PLACE,Oakland,CA,"200 BAY PLACE
Oakland, CA
(37.8126, -122.261111)"
ROBBERY,11/02/2017 06:50:00 AM,17-057498,ATTEMPTED ROBBERY-OTHER DANGEROUS WEAPON,21Y,3100 BROOKDALE AV,Oakland,CA,"3100 BROOKDALE AV
Oakland, CA
(37.79176, -122.214794)"
THEFT/LARCENY,11/09/2017 07:00:00 PM,17-917894,BURGLARY-AUTO,08X,3600 WEBSTER ST,Oakland,CA,"3600 WEBSTER ST
Oakland, CA
(37.823687, -122.262027)"
ASSAULT,09/12/2017 03:32:00 PM,17-047886,BATTERY,21X,2300 E 24TH ST,Oakland,CA,"2300 E 24TH ST
Oakland, CA
(37.790791, -122.229098)"
MOTOR VEHICLE THEFT,11/08/2017 05:00:00 AM,17-058691,VEHICLE THEFT - AUTO,23X,900 37TH AV,Oakland,CA,"900 37TH AV
Oakland, CA
(37.772681, -122.222788)"
VANDALISM,11/09/2017 07:30:00 PM,17-917860,VANDALISM,08X,2500BLK NORTHGATE,Oakland,CA,"2500BLK NORTHGATE
Oakland, CA
"
DISTURBING THE PEACE,10/17/2017 07:02:00 AM,17-916406,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,25X,4400 TULIP AV,Oakland,CA,"4400 TULIP AV
Oakland, CA
(37.78826, -122.191362)"
THEFT/LARCENY,09/11/2017 08:05:00 AM,17-914342,THEFT,13X,5900 OCEAN VIEW DRIVE,Oakland,CA,"5900 OCEAN VIEW DRIVE
Oakland, CA
(37.845769, -122.245315)"
DUI,10/20/2017 01:54:00 AM,17-054938,DUI ALCOHOL/DRUGS,06X,2400 MARTIN LUTHER KING JR W,Oakland,CA,"2400 MARTIN LUTHER KING JR W
Oakland, CA
"
ROBBERY,09/30/2017 01:01:00 PM,17-051236,ROBBERY-FIREARM,24X,2100 HARRINGTON AV,Oakland,CA,"2100 HARRINGTON AV
Oakland, CA
(37.782783, -122.214409)"
VANDALISM,10/16/2017 12:00:00 AM,17-916439,VANDALISM,08X,3700 RUBY ST,Oakland,CA,"3700 RUBY ST
Oakland, CA
(37.825489, -122.262435)"
THEFT/LARCENY,09/29/2017 05:29:00 AM,17-051005,BURGLARY-AUTO,12X,5000 TELEGRAPH AV,Oakland,CA,"5000 TELEGRAPH AV
Oakland, CA
(37.83653, -122.262463)"
